centreID,staffID,assignmentDate,workingHour,dutyRole
C34151,D32315,20/11/2018,night shift(2100-0500),coordinator
C89400,N16453,23/01/2021,morning shift(0500-1300),vaccinator
C97873,N44348,27/09/2019,afternoon shift(1300-2100),care taker
C55995,N06804,22/06/2020,afternoon shift(1300-2100),examiner
C16057,D31327,27/06/2020,afternoon shift(1300-2100),condition monitoring
C30323,D07306,04/07/2020,morning shift(0500-1300),coordinator
C90794,N57344,24/08/2020,morning shift(0500-1300),examiner
C33463,D50952,12/06/2019,night shift(2100-0500),coordinator
C00960,N45112,21/08/2018,morning shift(0500-1300),care taker
C65811,N62111,06/11/2018,night shift(2100-0500),tester
C96657,D24163,13/03/2021,morning shift(0500-1300),condition monitoring
C57533,D87596,30/06/2021,morning shift(0500-1300),coordinator
C73148,D69801,23/12/2020,night shift(2100-0500),coordinator
C77741,N95359,17/10/2020,night shift(2100-0500),vaccinator
C63521,N57097,21/02/2021,morning shift(0500-1300),vaccinator
C75072,N14921,19/08/2020,morning shift(0500-1300),vaccinator
C44256,N61712,15/12/2019,night shift(2100-0500),care taker
C28348,D27858,12/02/2020,afternoon shift(1300-2100),coordinator
C94724,N86747,19/02/2021,night shift(2100-0500),vaccinator
C94075,N67788,05/12/2020,night shift(2100-0500),care taker
C95781,D26793,29/12/2019,afternoon shift(1300-2100),coordinator
C08426,D62521,07/03/2019,night shift(2100-0500),condition monitoring
C62299,D56124,01/10/2018,night shift(2100-0500),coordinator
C34648,D43138,11/01/2021,night shift(2100-0500),coordinator
C32447,N88589,03/09/2020,morning shift(0500-1300),tester
C43228,D44524,24/09/2019,night shift(2100-0500),coordinator
C80123,N16655,22/06/2019,night shift(2100-0500),tester
C27022,D18942,04/05/2020,night shift(2100-0500),coordinator
C17418,D04324,23/10/2018,night shift(2100-0500),coordinator
C37581,N05603,09/06/2020,night shift(2100-0500),care taker
C33733,D13743,03/02/2019,morning shift(0500-1300),condition monitoring
C09157,D26085,15/03/2020,afternoon shift(1300-2100),coordinator
C07739,N98227,09/11/2020,morning shift(0500-1300),tester
C19149,D92418,17/10/2019,night shift(2100-0500),coordinator
C34341,D14373,07/05/2019,night shift(2100-0500),coordinator
C38573,N71403,31/01/2019,morning shift(0500-1300),examiner
C21883,N89638,06/11/2020,night shift(2100-0500),examiner
C80674,N32785,27/11/2019,afternoon shift(1300-2100),care taker
C73062,D85124,03/03/2020,morning shift(0500-1300),condition monitoring
C38789,D63769,25/06/2019,morning shift(0500-1300),coordinator
C34151,D98940,30/06/2020,afternoon shift(1300-2100),condition monitoring
C89400,D57693,19/01/2021,night shift(2100-0500),condition monitoring
C97873,N27882,22/05/2020,night shift(2100-0500),care taker
C55995,N30405,13/02/2021,afternoon shift(1300-2100),tester
C16057,D76622,04/08/2018,afternoon shift(1300-2100),coordinator
C30323,N73413,07/05/2021,morning shift(0500-1300),examiner
C90794,N30964,18/10/2018,morning shift(0500-1300),vaccinator
C33463,D94630,04/09/2019,morning shift(0500-1300),condition monitoring
C00960,N20267,15/06/2021,morning shift(0500-1300),tester
C65811,D69921,25/05/2020,morning shift(0500-1300),condition monitoring
C96657,N49241,31/03/2019,morning shift(0500-1300),tester
C57533,N26646,26/06/2020,morning shift(0500-1300),examiner
C73148,D59118,19/07/2019,night shift(2100-0500),condition monitoring
C77741,N83886,27/09/2020,night shift(2100-0500),examiner
C63521,D66250,13/02/2020,morning shift(0500-1300),coordinator
C75072,N06155,16/12/2020,night shift(2100-0500),vaccinator
C44256,N10998,17/07/2018,afternoon shift(1300-2100),tester
C28348,N52228,14/02/2021,morning shift(0500-1300),tester
C94724,N88220,27/01/2019,morning shift(0500-1300),tester
C94075,D42874,08/09/2020,morning shift(0500-1300),coordinator
C95781,N65068,05/06/2019,afternoon shift(1300-2100),vaccinator
C08426,D01946,11/01/2021,morning shift(0500-1300),coordinator
C62299,D21095,13/04/2021,night shift(2100-0500),condition monitoring
C34648,N24253,30/06/2018,morning shift(0500-1300),examiner
C32447,D18405,21/11/2020,morning shift(0500-1300),coordinator
C43228,D89407,24/06/2020,night shift(2100-0500),coordinator
C80123,N66813,08/09/2019,night shift(2100-0500),vaccinator
C27022,N17069,04/11/2020,night shift(2100-0500),care taker
C17418,N50600,12/07/2018,morning shift(0500-1300),tester
C37581,D06788,20/06/2021,night shift(2100-0500),coordinator
C33733,D54702,10/04/2019,night shift(2100-0500),coordinator
C09157,N01271,21/01/2019,morning shift(0500-1300),care taker
C07739,N62454,21/01/2021,afternoon shift(1300-2100),vaccinator
C19149,N96392,19/07/2020,night shift(2100-0500),care taker
C34341,N59056,01/11/2019,morning shift(0500-1300),examiner
C38573,D49497,27/09/2018,afternoon shift(1300-2100),coordinator
C21883,D70596,25/08/2020,afternoon shift(1300-2100),coordinator
C80674,N91683,22/06/2018,afternoon shift(1300-2100),examiner
C73062,N07922,29/11/2019,afternoon shift(1300-2100),vaccinator
C38789,D15999,19/01/2020,night shift(2100-0500),coordinator
C34151,D18137,24/03/2019,afternoon shift(1300-2100),coordinator
C89400,N83169,13/06/2020,morning shift(0500-1300),vaccinator
C97873,N56117,27/07/2021,morning shift(0500-1300),care taker
C55995,D30094,13/03/2020,afternoon shift(1300-2100),coordinator
C16057,D12964,14/02/2019,morning shift(0500-1300),coordinator
C30323,D72472,16/01/2020,night shift(2100-0500),condition monitoring
C90794,N17340,08/07/2020,morning shift(0500-1300),vaccinator
C33463,N38926,25/08/2019,morning shift(0500-1300),examiner
C00960,N34394,10/12/2020,morning shift(0500-1300),care taker
C65811,N43856,03/06/2019,afternoon shift(1300-2100),care taker
C96657,D89622,26/04/2019,night shift(2100-0500),coordinator
C57533,D63951,25/08/2018,afternoon shift(1300-2100),condition monitoring
C73148,N10628,23/02/2021,morning shift(0500-1300),examiner
C77741,D80245,08/06/2018,night shift(2100-0500),condition monitoring
C63521,D59461,02/09/2019,morning shift(0500-1300),coordinator
C75072,N12426,11/10/2018,morning shift(0500-1300),vaccinator
C44256,N35547,26/09/2020,night shift(2100-0500),vaccinator
C28348,D02011,24/07/2021,morning shift(0500-1300),condition monitoring
C94724,N69120,29/09/2019,night shift(2100-0500),care taker
C94075,N96957,18/02/2019,morning shift(0500-1300),tester
C95781,N61302,07/10/2020,morning shift(0500-1300),vaccinator
C08426,N14728,05/05/2021,morning shift(0500-1300),vaccinator
C62299,N26024,21/02/2020,afternoon shift(1300-2100),vaccinator
C34648,N42628,06/04/2021,night shift(2100-0500),examiner
C32447,D18803,07/05/2020,afternoon shift(1300-2100),coordinator
C43228,N72251,10/03/2019,afternoon shift(1300-2100),examiner
C80123,N33394,13/03/2019,night shift(2100-0500),examiner
C27022,D58560,17/05/2020,night shift(2100-0500),coordinator
C17418,D19511,03/03/2021,afternoon shift(1300-2100),coordinator
C37581,N88017,23/06/2018,afternoon shift(1300-2100),care taker
C33733,D96918,14/06/2020,night shift(2100-0500),coordinator
C09157,D08350,24/03/2020,afternoon shift(1300-2100),condition monitoring
C07739,D78278,21/03/2019,night shift(2100-0500),coordinator
