centreID,staffID,assignmentDate,workingHour,dutyRole
C63521,D75011,15/2/2019,afternoon shift(1300-2100),coordinator
C75072,N63149,27/6/2021,night shift(2100-0500),examiner
C44256,N76704,21/11/2020,morning shift(0500-1300),care taker
C28348,D04675,12/3/2021,afternoon shift(1300-2100),coordinator
C94724,D40600,17/5/2020,morning shift(0500-1300),coordinator
C94075,N87783,25/10/2018,morning shift(0500-1300),tester
C95781,N05283,20/2/2020,morning shift(0500-1300),vaccinator
C08426,N26020,9/9/2020,morning shift(0500-1300),vaccinator
C62299,D02843,2/8/2018,afternoon shift(1300-2100),coordinator
C34648,D21857,30/11/2019,afternoon shift(1300-2100),coordinator
C32447,D91990,13/2/2019,night shift(2100-0500),coordinator
C43228,D69366,21/1/2021,afternoon shift(1300-2100),coordinator
C80123,N42101,6/4/2020,night shift(2100-0500),care taker
C27022,N38818,10/8/2020,night shift(2100-0500),examiner
C17418,N89782,10/5/2020,afternoon shift(1300-2100),care taker
C37581,N19801,22/10/2020,morning shift(0500-1300),examiner
C33733,D24301,5/3/2019,morning shift(0500-1300),coordinator
C09157,N49888,28/8/2020,morning shift(0500-1300),vaccinator
C07739,D82093,2/12/2020,afternoon shift(1300-2100),coordinator
C19149,D94448,2/1/2021,morning shift(0500-1300),coordinator
C34341,N33738,12/7/2021,morning shift(0500-1300),examiner
C38573,N06495,27/6/2020,afternoon shift(1300-2100),examiner
C21883,N86577,20/2/2020,afternoon shift(1300-2100),care taker
C80674,N68233,16/4/2021,morning shift(0500-1300),examiner
C73062,N33430,30/12/2020,afternoon shift(1300-2100),examiner
C38789,N16451,27/2/2021,night shift(2100-0500),examiner
C34151,N41002,18/10/2020,morning shift(0500-1300),vaccinator
C89400,D26780,13/1/2021,morning shift(0500-1300),condition monitoring
C97873,N74019,14/9/2019,night shift(2100-0500),care taker
C55995,N47186,5/4/2021,afternoon shift(1300-2100),tester
C16057,D42910,31/12/2019,afternoon shift(1300-2100),condition monitoring
C30323,N55206,20/1/2019,morning shift(0500-1300),care taker
C90794,N67334,11/4/2019,night shift(2100-0500),examiner
C33463,D50997,20/11/2019,morning shift(0500-1300),coordinator
C00960,D06825,28/10/2019,afternoon shift(1300-2100),coordinator
C65811,N92115,20/4/2020,afternoon shift(1300-2100),examiner
C96657,N65280,6/2/2019,morning shift(0500-1300),examiner
C57533,D56832,26/6/2021,morning shift(0500-1300),coordinator
C73148,N51432,18/8/2020,night shift(2100-0500),care taker
C77741,N25984,15/6/2021,afternoon shift(1300-2100),examiner
C63521,N32760,10/10/2019,morning shift(0500-1300),vaccinator
C75072,N18986,4/6/2020,night shift(2100-0500),vaccinator
C44256,D84110,24/5/2020,afternoon shift(1300-2100),condition monitoring
C28348,D13671,30/6/2019,night shift(2100-0500),condition monitoring
C94724,N79968,6/7/2018,morning shift(0500-1300),examiner
C94075,N54711,18/5/2020,morning shift(0500-1300),vaccinator
C95781,N92403,24/6/2020,night shift(2100-0500),care taker
C08426,N96304,14/7/2018,night shift(2100-0500),care taker
C62299,N28114,12/9/2019,morning shift(0500-1300),tester
C34648,D64741,18/9/2020,morning shift(0500-1300),coordinator
C32447,N39293,7/2/2020,afternoon shift(1300-2100),examiner
C43228,N54370,16/12/2020,night shift(2100-0500),examiner
C80123,N95894,23/10/2019,morning shift(0500-1300),care taker
C27022,N92511,28/6/2020,morning shift(0500-1300),examiner
C17418,N12663,7/4/2020,afternoon shift(1300-2100),tester
C37581,N30674,5/4/2020,afternoon shift(1300-2100),examiner
C33733,D81809,16/5/2020,morning shift(0500-1300),coordinator
C09157,N59014,31/1/2019,night shift(2100-0500),vaccinator
C07739,N01422,19/2/2021,morning shift(0500-1300),vaccinator
C19149,N48882,26/4/2020,morning shift(0500-1300),vaccinator
C34341,D45312,7/10/2019,morning shift(0500-1300),condition monitoring
C38573,N56221,1/2/2021,morning shift(0500-1300),vaccinator
C21883,D01142,28/9/2020,afternoon shift(1300-2100),condition monitoring
C80674,D11689,3/3/2021,afternoon shift(1300-2100),condition monitoring
C73062,N03804,25/3/2020,night shift(2100-0500),vaccinator
C38789,N72424,25/4/2020,afternoon shift(1300-2100),care taker
C34151,N91970,6/10/2020,afternoon shift(1300-2100),tester
C89400,D73182,25/6/2021,afternoon shift(1300-2100),condition monitoring
C97873,N00027,5/10/2018,afternoon shift(1300-2100),care taker
C55995,N87681,29/9/2019,afternoon shift(1300-2100),care taker
C16057,D76084,16/4/2019,night shift(2100-0500),condition monitoring
C30323,N72637,26/2/2020,morning shift(0500-1300),care taker
C90794,N65726,28/7/2021,afternoon shift(1300-2100),care taker
C33463,N28291,25/10/2020,afternoon shift(1300-2100),examiner
C00960,D76359,20/8/2018,morning shift(0500-1300),condition monitoring
C65811,N16047,27/10/2019,night shift(2100-0500),examiner
C96657,N27399,14/1/2019,night shift(2100-0500),tester
C57533,N64605,8/4/2021,morning shift(0500-1300),examiner
C73148,D42570,28/4/2021,morning shift(0500-1300),condition monitoring
C77741,N38638,8/2/2020,night shift(2100-0500),examiner
C63521,N93501,18/9/2018,afternoon shift(1300-2100),tester
C75072,N64083,5/9/2020,afternoon shift(1300-2100),tester
C44256,D82555,23/10/2019,morning shift(0500-1300),condition monitoring
C28348,N78910,26/1/2021,afternoon shift(1300-2100),tester
C94724,N99294,19/4/2019,morning shift(0500-1300),tester
C94075,D80205,2/4/2020,morning shift(0500-1300),condition monitoring
C95781,N19621,19/4/2019,afternoon shift(1300-2100),care taker
C08426,N62057,5/2/2019,morning shift(0500-1300),examiner
C62299,N97388,25/1/2021,afternoon shift(1300-2100),care taker
C34648,N62151,4/4/2021,morning shift(0500-1300),tester
C32447,N97466,3/11/2018,night shift(2100-0500),tester
C43228,N81454,14/1/2019,night shift(2100-0500),care taker
C80123,N09585,29/11/2020,afternoon shift(1300-2100),tester
C27022,N61405,23/3/2021,night shift(2100-0500),tester
C17418,D21856,26/3/2020,morning shift(0500-1300),condition monitoring
C37581,N17906,12/7/2018,night shift(2100-0500),examiner
C33733,N53587,22/2/2021,morning shift(0500-1300),examiner
C09157,D51684,29/7/2020,night shift(2100-0500),coordinator
C07739,D01227,23/3/2019,afternoon shift(1300-2100),coordinator
C19149,D88728,5/7/2019,morning shift(0500-1300),coordinator
C34341,N28695,27/12/2019,night shift(2100-0500),vaccinator
C38573,N59764,7/5/2021,afternoon shift(1300-2100),tester
C21883,D58967,22/11/2020,afternoon shift(1300-2100),condition monitoring
C80674,N00028,29/7/2019,night shift(2100-0500),vaccinator
C73062,N91749,20/6/2018,morning shift(0500-1300),care taker
C38789,N92479,26/9/2018,night shift(2100-0500),examiner
C34151,N20342,8/4/2021,morning shift(0500-1300),tester
C89400,N19496,11/12/2018,afternoon shift(1300-2100),examiner
C97873,N93223,14/2/2019,afternoon shift(1300-2100),examiner
C55995,N93674,28/9/2019,night shift(2100-0500),tester
C16057,N64096,28/12/2020,morning shift(0500-1300),tester
C30323,D80609,5/2/2020,morning shift(0500-1300),coordinator
C90794,N22609,15/5/2019,afternoon shift(1300-2100),vaccinator
C33463,N35245,22/7/2018,night shift(2100-0500),examiner
C00960,D67381,13/12/2019,afternoon shift(1300-2100),coordinator
C65811,N77706,5/8/2018,night shift(2100-0500),vaccinator
C96657,N80365,8/2/2021,afternoon shift(1300-2100),tester
C57533,N82105,3/3/2019,afternoon shift(1300-2100),tester
C73148,N53662,9/7/2020,morning shift(0500-1300),examiner
C77741,N80280,4/6/2020,afternoon shift(1300-2100),care taker
C63521,D76578,14/2/2020,night shift(2100-0500),coordinator
C75072,N25536,25/3/2021,night shift(2100-0500),tester
C44256,N83367,23/7/2020,night shift(2100-0500),examiner
C28348,N20032,7/2/2019,morning shift(0500-1300),care taker
C94724,D51155,6/10/2019,morning shift(0500-1300),coordinator
C94075,N23224,7/4/2021,afternoon shift(1300-2100),examiner
C95781,D29729,28/10/2020,night shift(2100-0500),condition monitoring
C08426,N12315,17/6/2019,afternoon shift(1300-2100),care taker
C62299,D03650,21/1/2021,night shift(2100-0500),coordinator
C34648,N03482,27/6/2021,afternoon shift(1300-2100),care taker
C32447,N49545,8/9/2018,night shift(2100-0500),vaccinator
C43228,N46088,1/5/2020,night shift(2100-0500),examiner
C80123,D59753,10/7/2021,morning shift(0500-1300),condition monitoring
C27022,D94450,2/3/2019,afternoon shift(1300-2100),condition monitoring
C17418,N91071,2/12/2019,night shift(2100-0500),vaccinator
C37581,N73953,12/12/2018,afternoon shift(1300-2100),tester
C33733,D83744,24/1/2019,night shift(2100-0500),condition monitoring
C09157,N12415,28/7/2021,night shift(2100-0500),tester
C07739,N33642,20/5/2020,afternoon shift(1300-2100),examiner
C19149,D45293,21/8/2019,night shift(2100-0500),coordinator
C34341,N41547,22/4/2020,afternoon shift(1300-2100),vaccinator
C38573,N03255,22/2/2020,morning shift(0500-1300),tester
C21883,N26067,31/3/2019,night shift(2100-0500),vaccinator
C80674,D61559,11/12/2018,night shift(2100-0500),coordinator
C73062,N20618,7/7/2020,night shift(2100-0500),vaccinator
C38789,N23549,7/6/2021,afternoon shift(1300-2100),vaccinator
C34151,D74348,4/6/2020,morning shift(0500-1300),coordinator
C89400,D49279,5/6/2019,night shift(2100-0500),condition monitoring
C97873,N31308,28/2/2019,morning shift(0500-1300),care taker
C55995,N68687,17/2/2021,afternoon shift(1300-2100),examiner
C16057,D88259,6/3/2021,morning shift(0500-1300),condition monitoring
C30323,D99352,8/7/2019,night shift(2100-0500),condition monitoring
C90794,N30390,27/2/2020,afternoon shift(1300-2100),examiner
C33463,N39450,10/2/2020,night shift(2100-0500),vaccinator
C00960,N13284,8/8/2018,night shift(2100-0500),tester
C65811,N94583,20/5/2021,morning shift(0500-1300),care taker
C96657,N60726,13/8/2019,afternoon shift(1300-2100),vaccinator
C57533,N46876,20/3/2020,morning shift(0500-1300),vaccinator
C73148,D35799,24/3/2020,afternoon shift(1300-2100),condition monitoring
C77741,N74538,10/7/2020,night shift(2100-0500),examiner
C63521,N06006,21/2/2019,morning shift(0500-1300),vaccinator
C75072,D89478,29/4/2021,night shift(2100-0500),coordinator
C44256,N64572,27/7/2018,afternoon shift(1300-2100),vaccinator
C28348,D67236,16/10/2018,morning shift(0500-1300),coordinator
C94724,N18174,19/12/2020,night shift(2100-0500),examiner
C94075,D80444,29/12/2020,afternoon shift(1300-2100),coordinator
C95781,D92933,13/6/2021,night shift(2100-0500),condition monitoring
C08426,D46759,13/12/2018,afternoon shift(1300-2100),coordinator
C62299,N69135,5/11/2019,afternoon shift(1300-2100),tester
C34648,N94352,6/10/2020,morning shift(0500-1300),examiner
C32447,N79051,12/5/2020,afternoon shift(1300-2100),vaccinator
C43228,N87310,23/1/2021,afternoon shift(1300-2100),vaccinator
C80123,N13080,30/12/2020,morning shift(0500-1300),examiner
C27022,D09204,15/4/2020,night shift(2100-0500),coordinator
C17418,D12300,11/6/2020,afternoon shift(1300-2100),condition monitoring
C37581,D13651,29/1/2019,night shift(2100-0500),coordinator
C33733,D05668,2/1/2020,morning shift(0500-1300),coordinator
C09157,N43181,24/7/2021,night shift(2100-0500),examiner
C07739,N82415,22/6/2019,night shift(2100-0500),vaccinator
C19149,D47627,12/3/2019,night shift(2100-0500),condition monitoring
C34341,N91883,15/3/2019,night shift(2100-0500),examiner
C38573,N16780,4/10/2019,night shift(2100-0500),vaccinator
C21883,N32344,14/10/2019,night shift(2100-0500),tester
C80674,N31620,8/5/2019,morning shift(0500-1300),tester
C73062,N22916,1/3/2021,night shift(2100-0500),examiner
C38789,N55713,28/8/2018,night shift(2100-0500),care taker
C34151,D05387,1/8/2019,afternoon shift(1300-2100),coordinator
C89400,N54568,2/8/2019,night shift(2100-0500),examiner
C97873,N77732,3/2/2020,afternoon shift(1300-2100),tester
C55995,D13020,11/1/2020,morning shift(0500-1300),condition monitoring
C16057,N84111,24/2/2019,night shift(2100-0500),vaccinator
C30323,N86464,2/5/2021,afternoon shift(1300-2100),tester
C90794,D72735,28/3/2019,morning shift(0500-1300),coordinator
C33463,D39524,2/10/2020,afternoon shift(1300-2100),coordinator
C00960,N99167,24/6/2019,night shift(2100-0500),tester
C65811,D47912,5/11/2018,afternoon shift(1300-2100),coordinator
C96657,N40923,30/7/2021,night shift(2100-0500),tester
C57533,N75198,24/4/2021,night shift(2100-0500),examiner
C73148,D58807,3/4/2021,night shift(2100-0500),condition monitoring
C77741,D03011,25/12/2018,morning shift(0500-1300),coordinator
C63521,N89610,19/1/2020,afternoon shift(1300-2100),tester
C75072,N16654,12/2/2019,morning shift(0500-1300),care taker
C44256,N30889,29/11/2020,afternoon shift(1300-2100),tester
C28348,D42341,5/12/2020,night shift(2100-0500),condition monitoring
C94724,D80487,17/9/2019,night shift(2100-0500),condition monitoring
C94075,N76916,12/7/2018,morning shift(0500-1300),vaccinator
C95781,N89553,25/10/2020,morning shift(0500-1300),vaccinator
C08426,D99695,29/5/2019,night shift(2100-0500),condition monitoring
C62299,D03764,16/3/2019,morning shift(0500-1300),condition monitoring
C34648,D05447,18/10/2020,morning shift(0500-1300),condition monitoring
C32447,D95059,3/7/2020,afternoon shift(1300-2100),condition monitoring
C43228,N46224,5/4/2019,afternoon shift(1300-2100),care taker
C80123,D62858,15/5/2021,afternoon shift(1300-2100),coordinator
C27022,N33883,15/7/2020,morning shift(0500-1300),examiner
C17418,D08874,7/9/2020,afternoon shift(1300-2100),condition monitoring
C37581,D74824,11/3/2020,night shift(2100-0500),condition monitoring
C33733,N51644,14/3/2020,afternoon shift(1300-2100),vaccinator
C09157,D86781,2/9/2018,morning shift(0500-1300),condition monitoring
C07739,N65810,1/4/2020,afternoon shift(1300-2100),examiner
C19149,D21831,3/6/2019,afternoon shift(1300-2100),coordinator
C34341,N23177,28/2/2021,afternoon shift(1300-2100),care taker
C38573,N06473,13/10/2020,night shift(2100-0500),examiner
C21883,D87129,27/10/2019,morning shift(0500-1300),coordinator
C80674,N05302,11/5/2020,night shift(2100-0500),vaccinator
C73062,N06995,11/6/2020,afternoon shift(1300-2100),vaccinator
C38789,D05864,28/2/2019,morning shift(0500-1300),coordinator
C34151,N05377,8/9/2018,night shift(2100-0500),tester
C89400,N74885,9/5/2020,night shift(2100-0500),examiner
C97873,D42359,13/1/2020,night shift(2100-0500),condition monitoring
C55995,D33377,10/9/2018,morning shift(0500-1300),condition monitoring
C16057,D87588,16/5/2021,afternoon shift(1300-2100),condition monitoring
C30323,D40628,18/7/2021,night shift(2100-0500),condition monitoring
C90794,D96872,25/7/2020,afternoon shift(1300-2100),condition monitoring
C33463,N66958,27/4/2021,morning shift(0500-1300),vaccinator
C00960,D74974,14/4/2019,morning shift(0500-1300),condition monitoring
C65811,N08137,13/10/2019,afternoon shift(1300-2100),tester
C96657,D00887,13/9/2019,afternoon shift(1300-2100),condition monitoring
C57533,D33956,6/6/2018,night shift(2100-0500),coordinator
C73148,D41849,5/12/2020,morning shift(0500-1300),condition monitoring
C77741,N01895,4/2/2019,night shift(2100-0500),tester
C63521,N22615,28/6/2018,night shift(2100-0500),care taker
C75072,D68321,7/3/2020,morning shift(0500-1300),coordinator
C44256,D12933,30/7/2021,afternoon shift(1300-2100),coordinator
C28348,D83604,30/9/2019,morning shift(0500-1300),condition monitoring
C94724,D26365,17/12/2018,afternoon shift(1300-2100),coordinator
C94075,D73356,5/10/2020,morning shift(0500-1300),condition monitoring
C95781,D61680,12/10/2020,afternoon shift(1300-2100),coordinator
C08426,N40264,12/12/2020,night shift(2100-0500),tester
C62299,D17566,16/12/2019,afternoon shift(1300-2100),coordinator
C34648,N29698,11/5/2019,night shift(2100-0500),examiner
C32447,D39774,6/10/2018,night shift(2100-0500),condition monitoring
C43228,N40367,8/12/2020,morning shift(0500-1300),tester
C80123,N24993,7/8/2018,afternoon shift(1300-2100),examiner
C27022,N98253,13/3/2021,afternoon shift(1300-2100),care taker
C17418,D67202,1/7/2021,afternoon shift(1300-2100),condition monitoring
C37581,N91467,6/8/2019,afternoon shift(1300-2100),vaccinator
C33733,D44953,27/6/2018,night shift(2100-0500),coordinator
C09157,N97770,18/9/2018,night shift(2100-0500),care taker
C07739,D83197,12/7/2020,night shift(2100-0500),coordinator
C19149,D68245,24/7/2019,afternoon shift(1300-2100),condition monitoring
C34341,D66682,3/5/2021,morning shift(0500-1300),condition monitoring
C38573,D48081,28/2/2021,night shift(2100-0500),coordinator
C21883,D26255,4/11/2020,afternoon shift(1300-2100),condition monitoring
C80674,D90535,8/1/2019,night shift(2100-0500),condition monitoring
C73062,D06909,6/7/2020,morning shift(0500-1300),coordinator
C38789,D32702,7/7/2021,morning shift(0500-1300),condition monitoring
C34151,D81095,9/4/2019,afternoon shift(1300-2100),coordinator
C89400,N73139,25/3/2020,afternoon shift(1300-2100),vaccinator
C97873,N75753,17/7/2018,afternoon shift(1300-2100),care taker
C55995,N30091,12/11/2018,morning shift(0500-1300),care taker
C16057,D31620,21/8/2018,night shift(2100-0500),condition monitoring
C30323,N59778,21/7/2019,morning shift(0500-1300),vaccinator
C90794,N12401,26/11/2019,night shift(2100-0500),tester
C33463,D74593,30/4/2020,afternoon shift(1300-2100),condition monitoring
C00960,N73663,14/2/2019,morning shift(0500-1300),vaccinator
C65811,N68373,5/5/2019,afternoon shift(1300-2100),care taker
C96657,D10287,14/8/2019,night shift(2100-0500),condition monitoring
C57533,D13061,10/6/2020,morning shift(0500-1300),condition monitoring
C73148,N61412,28/12/2020,afternoon shift(1300-2100),tester
C77741,N73299,28/12/2019,night shift(2100-0500),examiner
C63521,D29192,7/5/2021,night shift(2100-0500),condition monitoring
C75072,N03594,9/6/2020,afternoon shift(1300-2100),vaccinator
C44256,N74471,25/1/2020,night shift(2100-0500),examiner
C28348,N66060,26/7/2021,afternoon shift(1300-2100),examiner
C94724,N79678,13/5/2019,night shift(2100-0500),tester
C94075,N63597,23/7/2018,afternoon shift(1300-2100),vaccinator
C95781,N94245,22/4/2021,night shift(2100-0500),vaccinator
C08426,N12101,24/9/2018,morning shift(0500-1300),care taker
C62299,D68191,3/6/2019,morning shift(0500-1300),condition monitoring
C34648,D23374,31/8/2019,morning shift(0500-1300),coordinator
C32447,N46712,12/1/2020,afternoon shift(1300-2100),vaccinator
C43228,D63299,17/7/2018,afternoon shift(1300-2100),coordinator
C80123,N65110,11/9/2018,morning shift(0500-1300),tester
C27022,D13499,14/4/2020,morning shift(0500-1300),coordinator
C17418,N47205,10/7/2021,morning shift(0500-1300),examiner
C37581,N74473,31/5/2021,morning shift(0500-1300),vaccinator
C33733,D54492,16/3/2019,night shift(2100-0500),condition monitoring
C09157,N85206,16/7/2021,night shift(2100-0500),examiner
C07739,N18077,16/3/2019,night shift(2100-0500),care taker
C19149,N09878,20/4/2019,afternoon shift(1300-2100),care taker
C34341,D77874,22/10/2019,afternoon shift(1300-2100),condition monitoring
C38573,D35233,29/4/2019,night shift(2100-0500),condition monitoring
C21883,N76491,18/1/2019,night shift(2100-0500),care taker
C80674,D88533,12/11/2019,afternoon shift(1300-2100),coordinator
C73062,N79180,1/10/2020,afternoon shift(1300-2100),vaccinator
C38789,D28592,3/7/2019,afternoon shift(1300-2100),coordinator
C34151,N82350,5/12/2020,morning shift(0500-1300),vaccinator
C89400,D91278,24/9/2020,morning shift(0500-1300),condition monitoring
C97873,D61208,10/6/2020,morning shift(0500-1300),coordinator
C55995,N39930,28/5/2019,night shift(2100-0500),care taker
C16057,N43308,8/9/2019,morning shift(0500-1300),vaccinator
C30323,N32331,25/5/2021,morning shift(0500-1300),examiner
C90794,D16938,13/9/2018,night shift(2100-0500),coordinator
C33463,D37919,1/3/2021,morning shift(0500-1300),condition monitoring
C00960,D04879,19/1/2021,afternoon shift(1300-2100),coordinator
C65811,D37422,10/11/2018,afternoon shift(1300-2100),coordinator
C96657,N91838,15/2/2021,morning shift(0500-1300),care taker
C57533,D01039,25/2/2019,night shift(2100-0500),condition monitoring
C73148,N11056,19/11/2020,morning shift(0500-1300),tester
C77741,D17883,17/4/2019,afternoon shift(1300-2100),condition monitoring
C63521,N76326,29/1/2021,morning shift(0500-1300),care taker
C75072,D54432,8/11/2020,morning shift(0500-1300),coordinator
C44256,D58146,31/10/2019,afternoon shift(1300-2100),condition monitoring
C28348,D93655,15/4/2021,afternoon shift(1300-2100),coordinator
C94724,N13611,10/5/2019,afternoon shift(1300-2100),care taker
C94075,N55898,1/12/2020,morning shift(0500-1300),tester
C95781,D77184,18/6/2018,morning shift(0500-1300),coordinator
C08426,D80724,27/9/2020,morning shift(0500-1300),condition monitoring
C62299,N82363,12/3/2019,night shift(2100-0500),vaccinator
C34648,D56073,7/2/2021,night shift(2100-0500),coordinator
C32447,N97054,27/7/2021,night shift(2100-0500),tester
C43228,N13173,27/8/2018,night shift(2100-0500),examiner
C80123,N40491,5/12/2018,afternoon shift(1300-2100),vaccinator
C27022,D93008,12/6/2021,morning shift(0500-1300),coordinator
C17418,D39510,12/8/2020,morning shift(0500-1300),coordinator
C37581,N07893,6/1/2021,morning shift(0500-1300),examiner
C33733,D81420,12/2/2019,afternoon shift(1300-2100),coordinator
C09157,D18596,1/6/2021,night shift(2100-0500),condition monitoring
C07739,D30174,13/11/2019,afternoon shift(1300-2100),condition monitoring
C19149,D95548,26/5/2020,afternoon shift(1300-2100),coordinator
C34341,N12322,29/7/2021,morning shift(0500-1300),examiner
C38573,D12636,24/7/2020,night shift(2100-0500),condition monitoring
C21883,D57767,3/10/2019,night shift(2100-0500),condition monitoring
C80674,D23424,30/6/2018,morning shift(0500-1300),coordinator
C73062,D99208,13/2/2019,afternoon shift(1300-2100),coordinator
C38789,N40952,7/12/2020,night shift(2100-0500),tester
C34151,N16296,26/1/2019,night shift(2100-0500),care taker
C89400,N72198,2/2/2019,night shift(2100-0500),vaccinator
C97873,D10901,7/6/2018,afternoon shift(1300-2100),condition monitoring
C55995,N12967,18/2/2019,night shift(2100-0500),examiner
C16057,D99641,10/6/2018,afternoon shift(1300-2100),coordinator
C30323,N35166,4/9/2019,morning shift(0500-1300),tester
C90794,D48261,23/12/2018,morning shift(0500-1300),coordinator
C33463,D33972,15/5/2020,morning shift(0500-1300),coordinator
C00960,N13492,23/4/2019,afternoon shift(1300-2100),vaccinator
C65811,D00782,5/12/2020,morning shift(0500-1300),coordinator
C96657,N33689,21/10/2020,morning shift(0500-1300),vaccinator
C57533,N79128,3/1/2021,night shift(2100-0500),tester
C73148,N09276,20/12/2018,night shift(2100-0500),tester
C77741,N87284,15/11/2019,afternoon shift(1300-2100),examiner
C63521,N16192,12/11/2018,night shift(2100-0500),care taker
C75072,D75615,8/9/2018,afternoon shift(1300-2100),coordinator
C44256,N18010,2/6/2020,night shift(2100-0500),care taker
C28348,N52851,12/12/2020,afternoon shift(1300-2100),vaccinator
C94724,N17866,9/1/2020,morning shift(0500-1300),examiner
C94075,N30666,11/6/2019,morning shift(0500-1300),vaccinator
C95781,N92092,3/1/2021,morning shift(0500-1300),vaccinator
C08426,N77861,31/1/2019,night shift(2100-0500),vaccinator
C62299,N94973,14/1/2020,night shift(2100-0500),care taker
C34648,D77173,14/4/2020,morning shift(0500-1300),condition monitoring
C32447,D65033,23/10/2019,afternoon shift(1300-2100),coordinator
C43228,N40163,23/9/2020,night shift(2100-0500),tester
C80123,N88231,15/8/2018,afternoon shift(1300-2100),examiner
C27022,N79427,29/12/2020,night shift(2100-0500),care taker
C17418,D64682,13/8/2019,afternoon shift(1300-2100),condition monitoring
C37581,D07300,4/1/2021,morning shift(0500-1300),condition monitoring
C33733,D16329,15/2/2019,morning shift(0500-1300),coordinator
C09157,D29353,16/2/2019,afternoon shift(1300-2100),coordinator
C07739,D47164,28/12/2020,night shift(2100-0500),coordinator
C19149,D01645,6/5/2021,morning shift(0500-1300),coordinator
C34341,D75873,3/8/2021,morning shift(0500-1300),condition monitoring
C38573,N02170,9/5/2020,night shift(2100-0500),examiner
C21883,N03141,21/11/2019,night shift(2100-0500),tester
C80674,D28308,20/8/2018,night shift(2100-0500),condition monitoring
C73062,D62665,26/5/2020,afternoon shift(1300-2100),condition monitoring
C38789,N40895,30/11/2018,night shift(2100-0500),tester
C34151,D07082,27/7/2020,morning shift(0500-1300),coordinator
C89400,N69685,6/8/2019,night shift(2100-0500),tester
C97873,D27822,7/7/2019,morning shift(0500-1300),coordinator
C55995,D17196,31/3/2021,night shift(2100-0500),coordinator
C16057,D51441,18/7/2020,morning shift(0500-1300),coordinator
C30323,N94205,7/4/2021,afternoon shift(1300-2100),vaccinator
C90794,N14277,17/7/2021,afternoon shift(1300-2100),tester
C33463,D81771,22/5/2019,afternoon shift(1300-2100),coordinator
C00960,N90465,31/3/2020,afternoon shift(1300-2100),vaccinator
C65811,D75303,12/6/2018,night shift(2100-0500),condition monitoring
C96657,D92283,26/7/2020,afternoon shift(1300-2100),condition monitoring
C57533,D40004,29/8/2020,afternoon shift(1300-2100),coordinator
C73148,N25509,17/7/2018,night shift(2100-0500),examiner
C77741,D48751,27/2/2020,night shift(2100-0500),coordinator
C63521,D38281,23/4/2020,night shift(2100-0500),coordinator
C75072,N86157,10/5/2021,morning shift(0500-1300),care taker
C44256,N31946,25/7/2019,night shift(2100-0500),care taker
C28348,D47631,9/4/2019,night shift(2100-0500),condition monitoring
C94724,D68085,29/9/2019,morning shift(0500-1300),condition monitoring
C94075,D26318,7/6/2019,night shift(2100-0500),coordinator
C95781,N02091,15/10/2018,night shift(2100-0500),vaccinator
C08426,D12357,4/11/2018,morning shift(0500-1300),coordinator
C62299,N22329,7/9/2018,morning shift(0500-1300),examiner
C34648,D90877,22/10/2020,night shift(2100-0500),coordinator
C32447,D55063,29/3/2019,night shift(2100-0500),coordinator
C43228,D08029,22/9/2018,night shift(2100-0500),condition monitoring
C80123,D07090,1/9/2018,morning shift(0500-1300),condition monitoring
C27022,N72782,19/8/2018,morning shift(0500-1300),vaccinator
C17418,N79509,6/12/2019,morning shift(0500-1300),vaccinator
C37581,D17295,14/7/2019,afternoon shift(1300-2100),condition monitoring
C33733,D17620,15/12/2019,afternoon shift(1300-2100),coordinator
C09157,D08160,15/10/2019,afternoon shift(1300-2100),condition monitoring
C07739,N41347,25/8/2019,night shift(2100-0500),vaccinator
C19149,D78303,24/9/2018,afternoon shift(1300-2100),condition monitoring
C34341,N80989,28/2/2019,afternoon shift(1300-2100),care taker
C38573,N11845,28/5/2019,night shift(2100-0500),care taker
C21883,N25791,16/9/2020,night shift(2100-0500),vaccinator
C80674,N57664,30/7/2018,morning shift(0500-1300),vaccinator
C73062,N43870,19/7/2021,night shift(2100-0500),tester
C38789,D02639,6/9/2020,morning shift(0500-1300),condition monitoring
C34151,N15222,29/5/2021,night shift(2100-0500),vaccinator
C89400,D81849,2/11/2020,afternoon shift(1300-2100),condition monitoring
C97873,N31079,1/2/2020,afternoon shift(1300-2100),care taker
C55995,D93695,28/3/2021,night shift(2100-0500),coordinator
C16057,N50817,19/7/2020,morning shift(0500-1300),examiner
C30323,D94903,15/6/2019,night shift(2100-0500),condition monitoring
C90794,D74548,22/4/2020,night shift(2100-0500),coordinator
C33463,D88903,2/7/2020,afternoon shift(1300-2100),coordinator
C00960,D41776,15/4/2020,night shift(2100-0500),coordinator
C65811,D28103,7/12/2020,afternoon shift(1300-2100),condition monitoring
C96657,N52992,13/10/2019,afternoon shift(1300-2100),examiner
C57533,N36434,5/3/2021,morning shift(0500-1300),care taker
C73148,D76759,9/12/2020,morning shift(0500-1300),condition monitoring
C77741,D90629,18/7/2021,afternoon shift(1300-2100),coordinator
C63521,N89745,24/4/2019,night shift(2100-0500),vaccinator
C75072,D29639,23/11/2020,afternoon shift(1300-2100),condition monitoring
C44256,D15415,17/9/2019,afternoon shift(1300-2100),coordinator
C28348,D15738,31/5/2019,morning shift(0500-1300),condition monitoring
C94724,D48397,18/9/2019,afternoon shift(1300-2100),coordinator
